id;estimate;distance
93;4485.0;0.24227116697595696
49;3829.4325681976884;0.0
114;5585.333333333332;0.18359755086601023
81;3072.0338983050856;0.21586946108679547
125;6036.217303822938;0.21620894487715048
117;3903.345724907062;0.2602539495346028
43;10759.49367088608;0.29202593166489366
134;4233.409610983982;0.30439284548625317
120;2545.9866220735785;0.3058817059924298
98;604.8738033072236;0.32042476432995254
135;6782.945736434111;0.32405651592148116
